	CH573701	CH573801	CH573901	CH574001	CH574101	CH574401	CH574601	CH574801	CH575001	CH575101	CH575201	CH575301	CH575401	CH576201	CH576301	CH576401	CH576501	CH576601	CH576701	CH576711
ENSG00000171492	1203	1563	1625	1161	949	2027	1693	1350	1225	1187	3123	677	1608	1428	792	773	2772	2261	1182	1098
ENSG00000171495	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000171496	6	2	2	3	0	3	2	0	2	0	1	2	2	2	1	0	7	5	2	3
ENSG00000171497	1348	1508	1492	1092	1500	1907	1959	1798	1158	1013	2113	1265	3544	1595	1049	631	2176	1709	1378	1759
ENSG00000171501	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000171502	0	23	12	13	8	30	19	11	6	17	21	4	43	26	31	2	35	34	3	5
ENSG00000171503	4360	5066	3394	2470	3136	9418	5239	2457	2938	2904	5598	4608	6414	3465	3478	1659	4563	6262	3873	6466
ENSG00000171505	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000171509	13	29	8	9	11	26	11	15	3	3	16	10	23	15	10	4	18	7	2	28
ENSG00000171517	3313	1972	1559	201	916	1542	2458	2146	104	247	1346	549	874	554	710	400	122	1159	3726	1334
ENSG00000171522	715	943	458	219	495	1523	281	521	234	620	475	442	981	533	471	217	173	616	3147	1729
ENSG00000171530	3769	3780	2618	3360	4140	5761	4213	2978	1967	997	3789	3108	6319	2675	2625	1498	3991	1693	3326	4097
ENSG00000171532	0	0	0	2	1	1	1	0	0	1	0	1	0	0	1	0	2	0	1	1
ENSG00000171533	1108	927	563	856	686	1224	864	617	357	175	545	896	849	616	1169	369	1483	1021	783	1314
ENSG00000171540	2	1	1	5	8	0	5	1	1	0	10	1	0	10	0	0	1	1	1	0
ENSG00000171551	11	10	6	4	62	292	0	3	14	28	65	14	303	5	22	1	6	15	0	4
ENSG00000171552	8823	7219	5390	3667	6133	13909	7927	7398	4247	2833	5720	5608	12753	5129	5109	3395	7358	8113	11341	9830
ENSG00000171557	6	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSG00000171560	3	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000171561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000171564	18	0	0	0	0	0	0	0	0	0	5	0	0	1	0	0	1	1	0	2
ENSG00000171566	1492	2313	1789	1235	1438	2695	2196	1777	1107	1125	2386	1472	2727	1730	1491	859	2232	1930	1725	3019
ENSG00000171574	388	418	426	271	167	626	528	385	255	321	537	326	967	351	245	224	398	555	465	675
ENSG00000171587	0	3	1	23	1	1	2	2	2	2	0	1	5	1	1	0	0	1	1	5
ENSG00000171595	3	2	0	0	3	12	0	0	0	0	1	0	1	0	0	0	0	188	0	7
ENSG00000171596	27	67	68	33	27	56	113	24	16	42	14	11	79	28	87	20	16	29	11	149
ENSG00000171603	34226	26845	21942	17795	30852	62660	38019	29345	19121	18587	24988	29042	50026	19756	21173	12892	31999	26125	26300	39260
ENSG00000171604	2116	1520	1562	536	1177	3039	1589	1173	528	464	951	1101	2068	709	603	717	1449	1573	1253	1450
ENSG00000171606	839	1237	1020	814	413	1397	1504	1159	1001	1564	1034	1292	2806	1197	956	429	1039	1508	1817	2338
ENSG00000171608	273	1114	517	262	165	733	380	237	512	1606	336	274	1412	783	395	262	247	672	168	1339
ENSG00000171611	52	18	5	2	2	40	7	6	10	7	7	7	52	3	1	1	0	10	11	7
ENSG00000171612	1137	825	1245	947	1564	1923	940	911	706	889	2430	962	2308	755	693	480	1675	1358	1725	1308
ENSG00000171617	44	62	78	74	138	310	53	32	24	17	182	53	302	35	4	56	151	226	27	36
ENSG00000171621	285	1203	824	449	445	1257	567	356	260	498	1087	431	1949	625	1201	289	558	463	387	1581
ENSG00000171631	19	232	61	31	12	104	26	30	38	93	45	42	413	44	63	17	31	53	65	131
ENSG00000171634	4071	6349	6493	3299	2844	8490	7471	5643	4457	6284	10647	7531	10076	7098	4275	3389	7920	7973	4202	7640
ENSG00000171643	0	9	0	1	1	2	0	0	1	7	2	0	4	0	0	0	0	2	0	5
ENSG00000171649	103	225	179	192	201	469	353	221	157	534	31	264	947	544	239	39	183	534	242	384
ENSG00000171657	6	24	15	10	3	5	10	13	4	11	5	15	48	8	3	2	7	13	6	20
ENSG00000171659	117	644	334	122	93	160	119	147	118	331	239	136	528	226	130	69	84	183	84	257
ENSG00000171680	433	568	304	220	141	942	666	150	148	226	463	233	2475	355	451	121	398	655	125	1501
ENSG00000171681	1580	2855	3207	850	722	1904	2880	2280	2200	3301	3118	3828	3060	2585	1802	1421	2712	1547	1827	3563
ENSG00000171695	2	2	1	1	1	3	0	0	0	0	5	0	13	0	0	0	0	0	0	0
ENSG00000171700	304	587	311	189	196	721	322	138	187	422	359	187	959	267	133	105	250	332	159	591
ENSG00000171703	1102	918	551	990	934	1948	1157	617	508	688	1103	492	2081	802	736	338	990	1175	723	1787
ENSG00000171711	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000171714	55	692	245	605	591	139	385	162	54	23	121	65	145	619	615	112	229	223	90	1095
ENSG00000171720	2872	3059	2408	1855	2476	5872	3294	2334	1953	2256	3748	2944	5035	2347	2274	1299	3403	2847	2755	4250
ENSG00000171722	0	2	1	0	0	1	3	2	1	4	0	5	5	1	0	1	2	5	1	2
ENSG00000171723	1637	1609	1431	1228	1385	2313	1762	1446	1015	997	2832	1002	2481	1342	1059	764	2012	1944	1924	1867
ENSG00000171724	8	5	13	1	0	11	6	11	27	111	41	0	26	4	76	5	8	1	23	12
ENSG00000171729	398	970	333	232	195	576	521	346	218	325	319	353	1094	447	873	216	363	513	287	1616
ENSG00000171735	1151	1195	874	890	867	1963	1259	881	733	740	1610	702	1825	789	1044	492	1370	828	920	2114
ENSG00000171747	8	12	3	7	4	49	16	5	10	39	5	54	66	22	14	6	3	17	7	196
ENSG00000171757	40	97	110	87	51	113	134	66	50	51	119	54	174	96	100	54	90	189	67	237
ENSG00000171759	4	10	2	3	1	2	67	80	1	1	12	7	0	76	119	8	2	9	53	577
ENSG00000171763	398	538	320	351	328	516	412	455	295	297	534	383	876	403	311	169	555	386	271	387
ENSG00000171766	318	688	363	175	143	497	663	201	164	349	221	141	645	731	1097	194	271	1423	190	2615
ENSG00000171772	1	9	1	1	2	9	4	85	2	0	4	2	2510	1	369	1	2	6	4	182
ENSG00000171773	1	0	0	0	0	5	0	0	0	0	0	0	1	1	0	0	1	0	0	1
ENSG00000171777	28	189	48	16	14	116	25	13	16	39	32	14	100	41	33	8	20	35	16	95
ENSG00000171786	7	5	5	9	1	17	9	7	8	7	8	8	21	22	4	0	3	7	16	16
ENSG00000171790	8	9	21	9	4	28	20	17	10	28	12	26	44	12	8	4	15	17	17	22
ENSG00000171791	1076	1458	1062	758	545	931	1456	1155	745	1422	608	976	1519	2244	2780	580	1215	1375	941	4944
ENSG00000171792	1960	1750	1424	969	1506	1629	1958	1435	883	923	1843	1333	3237	1216	1322	659	1509	1759	1563	2315
ENSG00000171793	929	1939	1826	521	636	2441	1458	1183	1221	1353	2853	1778	4008	1890	1214	926	1888	1519	1959	2398
ENSG00000171794	0	1	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0
ENSG00000171798	150	75	65	53	4	79	57	36	18	52	57	35	35	37	117	21	26	41	26	112
ENSG00000171804	7	4	1	3	3	2	8	4	5	4	1	1	0	7	3	0	3	0	1	0
ENSG00000171806	311	513	566	289	344	409	550	484	300	299	570	276	369	409	187	251	568	420	404	432
ENSG00000171811	4	6	2	4	0	7	4	3	0	2	2	2	4	15	3	3	1	75	6	10
ENSG00000171812	639	877	649	344	156	649	528	274	219	368	437	231	1228	724	1087	225	349	443	172	877
ENSG00000171813	1752	1734	1728	1260	2460	6715	1963	793	554	486	2090	961	4644	904	462	849	2253	2394	1444	1184
ENSG00000171815	0	1	1	4	0	0	3	3	2	8	3	2	5	3	2	0	0	3	5	1
ENSG00000171817	167	325	213	218	253	359	306	232	271	369	184	223	460	535	304	134	144	270	246	371
ENSG00000171819	250	29	96	149	4	126	574	47	52	142	81	122	141	106	410	59	44	31	477	799
ENSG00000171823	2387	2152	1971	1402	2552	2874	2333	1803	1291	1180	2793	2064	6047	2312	1709	1070	2770	3158	1927	3224
ENSG00000171824	2073	2833	2706	2238	1992	4715	3343	2222	1765	2688	3352	2624	6359	2301	2069	1283	3776	2384	1804	4393
ENSG00000171827	148	187	228	97	96	235	263	214	157	285	336	184	370	205	161	93	247	285	155	178
ENSG00000171840	20	135	126	32	10	73	22	47	36	71	48	37	173	71	40	20	23	57	13	141
ENSG00000171843	1516	1882	1615	1092	898	2130	1468	1909	1031	557	854	2279	2769	1792	1017	776	1912	2509	907	2464
ENSG00000171847	5	13	20	6	1	8	36	8	5	13	6	2	12	13	21	2	5	34	6	52
ENSG00000171848	276	343	337	370	220	915	361	788	702	1770	1433	389	4037	388	109	181	266	434	443	345
ENSG00000171853	2338	2278	1701	1279	1862	5155	2170	1566	1110	739	1884	1567	4063	1438	1388	801	1809	2299	2489	2909
ENSG00000171855	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0
ENSG00000171858	13927	14981	14519	16121	13242	17816	19903	14019	11769	14772	20650	12043	34834	16215	9226	10238	17864	11562	17578	25670
ENSG00000171860	148	862	427	191	111	412	157	158	178	513	398	254	1004	326	280	127	159	270	136	439
ENSG00000171861	1014	945	927	757	669	1780	786	780	522	635	1102	726	802	786	440	487	955	705	854	1306
ENSG00000171862	1789	3787	2384	1029	1091	3607	2651	2894	1630	1598	3072	2329	3336	1764	1991	760	2800	2694	2577	3655
ENSG00000171863	11727	21048	15851	20802	18733	19826	25431	15841	13593	14275	28331	12868	38798	15505	11730	10593	23781	14205	17248	24386
ENSG00000171864	4	6	8	0	13	11	2	1	15	75	134	5	39	14	7	4	3	5	1	6
ENSG00000171867	4746	10088	7032	3553	3281	7822	7744	4822	3728	4350	7504	3512	6029	9443	10703	2821	5629	6047	5981	18410
ENSG00000171872	0	2	3	1	0	2	5	2	2	1	7	2	21	1	8	0	4	3	4	22
ENSG00000171873	13	59	36	7	0	49	122	26	13	8	19	4	34	221	120	7	96	40	65	151
ENSG00000171877	6	17	5	16	7	11	20	7	17	10	37	3	26	12	27	2	19	6	10	44
ENSG00000171885	80	10	10	13	51	42	43	18	5	2	53	17	27	21	53	8	28	39	11	350
ENSG00000171903	475	961	327	325	143	838	1211	790	492	79	68	494	579	589	622	19	393	461	162	182
ENSG00000171914	2029	1051	761	367	861	5967	1139	2158	960	604	824	604	3101	1625	686	620	963	2229	1010	1424
ENSG00000171916	4	44	8	6	3	27	16	4	11	21	7	4	54	10	24	11	11	7	6	91
ENSG00000171928	2761	2341	1995	1169	2812	3734	2490	2109	1454	2194	2419	2575	4055	1969	1680	1213	3542	2689	2937	3870
ENSG00000171931	1	2	7	17	32	11	5	0	3	1	16	9	14	2	1	4	4	2	1	23
ENSG00000171936	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000171940	6715	9361	10493	4892	11598	22922	11017	6918	7752	12893	9002	16597	23595	22832	4795	10487	13813	14071	13034	11850
ENSG00000171942	0	0	0	0	0	0	2	6	0	0	0	0	2	1	0	0	0	1	25	4
ENSG00000171944	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000171953	1187	966	841	640	693	1635	1059	860	767	1100	934	832	1183	708	580	199	1150	876	976	1204
ENSG00000171954	12	17	9	17	8	54	17	4	7	4	18	9	151	22	24	9	2	10	4	54
ENSG00000171956	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1
ENSG00000171960	903	747	741	548	718	1491	1016	663	684	755	732	802	1691	552	501	385	859	992	777	1203
ENSG00000171962	158	110	136	35	56	250	158	88	52	86	58	63	134	105	76	39	169	175	58	186
ENSG00000171970	213	226	248	155	146	326	352	244	237	291	328	269	645	316	171	122	318	494	253	344
ENSG00000171984	300	293	218	202	286	432	297	194	143	93	298	130	245	158	136	107	241	205	230	348
ENSG00000171988	2064	6168	5836	3094	2519	5923	5517	3621	2993	5124	6647	8226	6419	4860	5591	3364	11191	5470	2462	5770
ENSG00000171989	0	5	0	0	3	3	2	2	5	3	2	6	7	2	1	1	0	1	1	0
ENSG00000171992	2333	4475	4428	1631	1013	5389	2449	2204	1697	2948	3935	1529	7328	3999	4349	1586	2558	2337	2262	7257
ENSG00000172000	0	2	2	0	0	2	4	1	0	1	3	65	740	256	1	0	1	192	2	0
ENSG00000172005	103	38	21	16	5	28	26	14	31	83	4	9	86	75	89	8	11	36	89	196
ENSG00000172006	295	316	316	229	202	496	447	331	249	247	367	286	649	278	291	144	421	386	311	643
ENSG00000172007	619	782	1022	683	818	1161	973	934	593	910	1537	1298	1856	1096	871	501	1194	1231	704	1318
ENSG00000172009	4970	2524	1780	1823	1128	4514	3536	2637	1701	1749	2175	1975	6973	1986	1735	911	1710	2270	4712	4054
ENSG00000172014	4	14	0	4	1	0	5	3	0	0	14	0	6	0	1	0	3	6	18	9
ENSG00000172016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSG00000172020	48	30	40	11	1	17	11	10	21	86	77	2	98	8	263	10	3	18	31	71
ENSG00000172023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
ENSG00000172031	23	23	11	77	20	15	6	12	6	9	38	3	27	10	26	3	13	27	23	89
ENSG00000172046	4644	5455	4942	3033	3518	10575	5755	4371	3138	3871	5916	2142	9348	3952	3245	2338	5565	5519	4282	6854
ENSG00000172053	10897	15504	14061	12297	10063	19192	16381	12730	10052	10419	14749	5733	23735	10416	8943	7153	14923	14383	15639	18620
ENSG00000172057	9712	5181	3824	2512	6151	11749	6180	4842	2723	1998	3689	5245	9384	5194	5032	2462	6736	8191	7284	7918
ENSG00000172059	878	1821	1693	643	691	3370	1363	567	763	1255	2009	1557	3029	1163	1835	828	1370	2416	1251	5428
ENSG00000172061	7	13	9	7	1	8	13	1	10	54	21	24	39	13	9	18	23	47	8	34
ENSG00000172062	2202	3130	2171	957	1387	4125	1656	1510	1667	1174	3977	3781	4831	1922	1484	1244	917	2249	2209	3311
ENSG00000172071	5153	4324	4866	2442	4014	7807	4812	4992	3200	2298	4088	4976	8174	4211	3695	2504	6817	6672	6661	5049
ENSG00000172073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172081	4143	3149	2825	1928	1572	5470	3590	3496	2033	2195	3044	1986	7030	2323	2238	1223	3176	3027	4486	5124
ENSG00000172086	2063	2042	1991	1703	2399	2510	2691	2192	1352	1291	2708	821	3547	2111	1620	892	2825	2011	2110	3403
ENSG00000172113	508	469	420	204	280	745	522	413	332	357	492	222	805	390	233	241	589	701	464	679
ENSG00000172115	5256	5543	4914	3488	5412	9561	5762	4580	4571	5323	10627	5594	18039	8056	4055	2943	5981	6495	6362	9448
ENSG00000172116	19	194	85	93	566	436	89	42	127	408	152	22	544	121	81	82	17	213	16	232
ENSG00000172123	83	177	126	20	12	49	62	36	153	102	62	33	179	174	175	34	41	61	26	254
ENSG00000172137	4	8	7	0	1	16	1	3	5	3	2	11	3	5	7	0	1	6	7	25
ENSG00000172139	0	6	1	0	12	6	4	6	1	3	1	2	1	1	6	1	0	4	3	4
ENSG00000172146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172156	5	67	25	10	4	24	11	13	25	71	9	29	26	31	13	15	13	70	76	47
ENSG00000172159	515	70	81	11	17	57	55	28	59	120	85	44	244	89	85	28	51	42	38	106
ENSG00000172164	777	759	554	412	2238	439	522	275	153	278	779	147	1274	917	541	273	280	326	813	1021
ENSG00000172167	66	128	154	64	42	92	136	107	116	368	175	300	351	194	82	74	129	136	106	302
ENSG00000172171	369	426	419	178	327	543	492	424	250	390	511	417	688	423	283	170	423	476	395	568
ENSG00000172172	1398	1364	1543	926	1105	1961	1546	1470	1194	1755	1415	1235	3201	1503	1048	517	1415	1670	2468	1710
ENSG00000172175	1204	5919	4277	1697	2198	5085	6278	4887	5950	8048	2501	8652	2147	3133	6955	1704	7462	3065	7925	5334
ENSG00000172179	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000172183	292	888	1256	143	172	690	1006	729	351	508	229	752	1838	337	262	306	152	470	706	1346
ENSG00000172188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172197	771	513	198	387	243	562	571	961	247	244	142	360	970	573	754	234	373	795	669	1782
ENSG00000172199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172201	1304	1102	480	639	372	1036	1448	390	452	465	329	121	840	2379	3684	215	684	1362	212	3031
ENSG00000172208	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000172209	2	7	3	3	0	4	6	2	9	4	4	2	5	4	5	1	1	4	8	14
ENSG00000172215	59	174	145	80	25	246	108	78	168	442	46	140	452	250	74	99	35	235	50	352
ENSG00000172216	1042	4379	1146	494	657	3739	1313	431	691	494	546	1117	2507	2065	2248	440	1339	1724	1284	6526
ENSG00000172232	0	3	0	0	0	1	1	0	0	0	0	2	0	0	1	0	0	0	0	2
ENSG00000172236	247	922	371	325	761	2632	335	173	181	94	203	227	877	1005	326	174	404	476	359	1498
ENSG00000172238	57	3	0	0	4	1	0	31	2	19	13	5	1	3	18	0	0	0	8	9
ENSG00000172239	2638	3603	2867	2088	2724	5908	3756	2761	2162	2007	4375	3488	5446	2954	2465	1465	5033	3686	2743	3654
ENSG00000172243	54	520	208	89	33	253	83	45	113	313	168	152	466	185	136	63	86	161	67	591
ENSG00000172244	28	76	55	22	27	54	83	51	24	90	95	26	123	89	71	28	49	41	30	174
ENSG00000172247	5	22	12	3	3	32	8	1	4	4	5	1	24	6	7	3	1	7	10	23
ENSG00000172260	85	833	496	121	55	182	269	180	109	198	166	110	170	627	1156	148	453	292	353	596
ENSG00000172262	909	1506	1550	907	1034	2322	1774	1286	1120	1468	2649	1629	2609	1467	1105	691	1829	1492	1162	2355
ENSG00000172264	356	779	556	748	859	894	1337	452	348	205	754	374	671	403	707	399	1173	519	153	1529
ENSG00000172269	3803	4016	3398	2125	3192	6383	4086	3843	1871	2179	3450	2750	7112	3268	2103	1470	3952	4834	6155	4126
ENSG00000172270	39015	27139	17613	16785	20642	53963	26628	23782	23625	13237	24435	11735	54212	16815	13753	7439	23520	26239	48803	27599
ENSG00000172273	683	805	723	635	544	1263	1021	885	688	749	1053	755	2003	836	519	450	1295	891	522	1154
ENSG00000172289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172292	2498	2653	4263	1593	1908	4725	2590	2701	2344	5526	13245	3616	11228	2816	1880	1594	4604	5749	3245	4816
ENSG00000172296	992	703	295	145	393	373	705	255	207	268	68	242	328	433	985	179	151	863	581	1830
ENSG00000172297	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172301	3812	2369	1990	1110	1547	5259	2866	2735	2269	1058	1746	2184	4396	1733	3070	1050	3402	2351	2111	2921
ENSG00000172315	2088	1946	1265	765	1020	2594	1921	1635	1454	1026	2360	1529	2337	2427	1538	742	1748	1494	2382	2017
ENSG00000172318	3	21	30	7	1	13	15	7	5	0	29	5	13	3	36	5	24	4	8	19
ENSG00000172320	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172322	4	235	46	18	1	22	15	14	21	56	47	10	43	50	32	0	14	15	15	68
ENSG00000172331	1166	873	790	438	772	1409	1096	856	631	942	542	829	1775	872	843	512	1485	1180	1189	1810
ENSG00000172336	1845	1410	950	763	1034	2673	1267	1042	939	786	1368	794	2712	994	598	425	1167	1190	1672	1454
ENSG00000172339	1031	833	994	396	836	1449	701	707	548	417	811	333	904	449	443	365	634	818	1017	827
ENSG00000172340	5471	5350	5760	3766	3577	6507	5649	5382	3175	3776	5621	2672	6928	4073	3120	2518	6288	6349	7654	6680
ENSG00000172345	347	354	286	151	251	469	373	336	168	147	247	184	549	255	331	108	212	392	266	1351
ENSG00000172346	102	519	318	92	37	266	119	144	56	41	375	63	439	183	446	69	199	114	270	539
ENSG00000172348	403	1158	869	507	402	846	564	327	321	670	1486	228	1731	949	1938	336	1176	679	737	1580
ENSG00000172349	198	992	564	324	190	601	325	311	735	2418	329	266	1729	886	496	196	302	811	223	774
ENSG00000172350	8	4	1	0	4	6	1	0	3	3	9	2	19	3	15	5	4	5	6	10
ENSG00000172354	27076	20493	15184	14175	21821	54275	17176	17638	12286	7313	23492	13113	31474	10400	10614	5684	20150	18990	27626	19179
ENSG00000172361	74	32	48	30	74	76	47	29	18	10	26	33	41	16	24	11	29	78	18	69
ENSG00000172362	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000172365	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0
ENSG00000172366	1303	966	1181	864	949	2107	952	849	824	1074	1123	860	3524	655	334	448	1076	1014	1463	972
ENSG00000172367	0	0	0	0	0	0	1	0	2	7	0	7	3	2	0	0	2	2	0	7
ENSG00000172375	2008	1226	935	480	866	2891	1036	1186	733	752	1693	775	2636	874	868	517	939	2146	3317	1407
ENSG00000172377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172379	2197	2154	1694	1816	1534	5065	2812	1430	1306	383	4730	2387	2863	1956	1826	1371	4317	1842	1304	2013
ENSG00000172380	4685	6863	5750	3470	2783	5853	6282	4876	3588	4129	7656	3114	6576	6285	5989	2972	6136	7026	5657	9146
ENSG00000172381	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSG00000172382	22	25	21	26	33	231	24	16	15	37	64	44	98	18	30	13	40	147	22	241
ENSG00000172399	0	3	2	0	0	2	4	0	0	3	2	0	2	7	10	2	2	4	7	17
ENSG00000172403	5023	23340	24427	4304	1896	12296	17479	15970	4980	4374	18448	3805	29457	43478	52065	11149	23170	8654	23271	56067
ENSG00000172404	7	4	2	2	7	11	6	10	4	1	5	8	11	9	6	2	18	8	3	13
ENSG00000172410	11	0	0	2	2	7	1	3	3	5	0	6	19	3	0	0	19	94	0	1
ENSG00000172421	0	0	0	1	0	2	2	2	1	1	0	1	2	2	0	2	0	0	1	1
ENSG00000172425	9	3	6	2	4	21	2	3	1	1	5	1	8	2	1	0	4	9	19	0
ENSG00000172426	6	6	2	2	10	9	3	5	0	3	22	5	29	1	10	4	7	118	6	28
ENSG00000172428	1822	1270	1052	964	1328	2271	1499	1167	901	608	1388	729	2552	958	1080	637	1230	1277	1393	1762
ENSG00000172432	1353	1788	1236	731	932	2672	1833	1315	991	1160	1544	1760	4127	1104	1118	568	1591	2117	1208	2696
ENSG00000172456	699	681	332	175	998	775	735	547	339	98	638	138	493	239	533	148	428	385	675	780
ENSG00000172457	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172458	23	49	33	165	128	209	36	18	22	21	71	40	198	57	59	31	33	74	18	34
ENSG00000172459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172460	1	4	0	0	0	3	3	2	1	2	0	4	4	3	1	0	3	15	0	1
ENSG00000172461	8	92	16	6	16	12	37	71	39	100	33	15	15	71	40	25	22	9	49	273
ENSG00000172464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172465	1123	1961	1636	1366	1240	2083	1723	1388	956	788	2209	1165	1768	1364	2075	765	1519	1403	1335	3045
ENSG00000172466	6747	10835	11588	5082	7458	15331	11063	9720	5760	5302	17552	11567	7955	10695	6742	5770	13765	13026	8707	10758
ENSG00000172469	1288	2125	2467	572	1242	1829	1636	1320	1141	1603	3446	1310	1171	1844	991	1031	2136	1371	740	1661
ENSG00000172476	7	20	11	5	9	12	15	10	9	16	20	6	17	15	25	4	5	21	14	44
ENSG00000172478	172	285	6	16	31	40	249	58	24	52	17	108	161	83	82	18	115	50	31	611
ENSG00000172482	0	0	0	0	1	0	1	1	0	2	0	2	1	4	1	0	1	8	0	0
ENSG00000172489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172493	8659	9555	9551	5804	9520	12270	9523	8412	5201	7283	15419	13151	8848	6854	5666	4968	11326	10930	7903	8944
ENSG00000172497	2	0	2	1	2	4	0	3	1	0	1	3	10	3	0	3	2	0	0	5
ENSG00000172500	2636	2311	1898	2851	2247	4625	2490	1889	1839	1686	4122	1496	5565	1707	1340	859	2254	2319	2935	3326
ENSG00000172508	1235	90	71	62	69	213	107	65	73	117	122	82	138	50	66	39	57	70	101	111
ENSG00000172519	1	2	0	0	0	2	3	10	0	1	0	0	0	1	0	0	0	0	35	3
ENSG00000172530	461	605	519	360	474	934	670	544	331	324	595	251	996	366	301	181	649	685	424	698
ENSG00000172531	10538	8696	6585	5608	7634	19047	9127	8216	6449	7224	7582	5783	16169	5823	5378	3163	7804	8417	8284	11221
ENSG00000172534	6031	7903	6942	2870	4875	15221	9204	5611	5764	8619	9000	6316	13546	6606	4269	3348	6483	8111	6417	9511
ENSG00000172538	0	1	1	0	0	1	0	0	0	0	0	0	3	1	0	0	0	0	0	3
ENSG00000172543	84	219	67	0	23	170	56	74	118	320	40	33	591	192	143	39	46	179	28	221
ENSG00000172548	5	39	7	4	27	86	27	14	29	27	2	30	26	53	145	10	19	33	10	574
ENSG00000172551	62	1	1	3	81	17	7	2	7	17	0	2	34	1	0	0	5	392	16	78
ENSG00000172554	32	7	11	5	1	5	13	12	8	7	9	2	22	2	6	2	23	3	11	77
ENSG00000172568	0	0	0	1	0	1	0	1	3	4	4	1	4	2	1	2	0	1	2	0
ENSG00000172572	409	527	417	98	322	232	448	146	116	345	571	1155	584	1069	707	223	487	191	398	378
ENSG00000172575	159	185	246	153	28	124	85	141	236	794	157	177	391	225	86	79	100	227	67	186
ENSG00000172586	2278	1711	1446	1354	1730	1664	2023	2023	933	734	1736	1195	2942	1275	1207	714	2231	1777	1995	2123
ENSG00000172590	1438	1247	940	1000	870	1935	1405	1153	821	540	1362	708	2450	796	919	414	1165	974	1500	1855
ENSG00000172594	3600	2757	2525	1275	1116	2580	1203	3130	1286	1314	1898	688	651	1439	837	461	1667	1357	13243	2165
ENSG00000172602	1349	1918	216	148	178	2981	276	140	510	50	298	831	1767	527	1338	148	249	1172	2386	5922
ENSG00000172613	669	802	617	405	346	1341	830	592	472	660	389	560	1473	556	503	276	749	821	902	1660
ENSG00000172638	1025	2248	1295	596	351	1788	1541	620	498	642	723	390	2111	1601	2408	493	827	1046	715	5244
ENSG00000172640	0	1	1	0	0	0	2	0	0	0	0	0	0	1	1	0	0	2	0	3
ENSG00000172650	48	105	52	40	66	152	185	182	79	47	126	140	173	106	92	39	126	102	125	219
ENSG00000172653	0	0	0	2	0	0	1	0	2	6	0	1	1	0	0	0	0	1	1	2
ENSG00000172661	3556	5220	4764	4006	2884	9465	6463	3551	3559	2965	5978	3309	8636	5636	3371	2331	5848	4403	3660	6463
